ts_ns,step,decision_id,rank,symbol,score,score_tilt,hawkes_buy,hawkes_sell,hit_count,ou_mu,ou_initialized,mid,best_limit,active,chosen,gate
# session_start ts=2026-05-25T01:42:46.656Z ts_ns=1779673366656155236 kind=step_trace mode=databento_backtest label=cpp_backtest_10day_v6_cachefix2 universe_size=50
1779673366945011144,0,0,0,AWK,15,1,15,10,0,136.48,1,136.48,136.9,1,0,
1779673366945011144,0,0,1,CSCO,15,1,15,10,0,82.07,1,82.07,82.12,1,0,
1779673366945011144,0,0,2,HPE,15,1,15,10,0,24.4,1,24.4,24.5,1,0,
1779673366945011144,0,0,3,IBM,15,1,15,10,0,233.025,1,233.025,233.53,0,0,
1779673366945011144,0,0,4,KEYS,15,1,15,10,0,323.01,1,323.01,323.97,0,0,
1779673366945011144,0,0,5,GFS,15,1,15,10,0,48.555,1,48.555,48.73,0,0,
1779673366945011144,0,0,6,UMC,15,1,15,10,0,9.4711,1,9.4711,9.486,0,0,
1779673366945011144,0,0,7,TSEM,15,1,15,10,0,202.21,1,202.21,202.7,0,0,
1779673366945011144,0,0,8,IMOS,15,1,15,10,0,40,1,40,40.42,0,0,
1779673366945011144,0,0,9,LEA,15,1,15,10,0,122.535,1,122.535,124.29,0,0,
1779673366945011144,0,0,10,TSM,15,1,15,10,0,370.075,1,370.075,370.26,0,0,
1779673366945011144,0,0,11,CEG,15,1,15,10,0,284.335,1,284.335,285.21,0,0,
1779673366945011144,0,0,12,NIO,15,1,15,10,0,6.57,1,6.57,6.58,0,0,
1779673366945011144,0,0,13,OKLO,15,1,15,10,0,48.775,1,48.775,48.89,0,0,
1779673366945011144,0,0,14,SNDK,15,1,15,10,0,876.295,1,876.295,877.64,0,0,
1779673366945011144,0,0,15,HWM,15,1,15,10,0,252.515,1,252.515,253.48,0,0,
1779673366945011144,0,0,16,NOC,15,1,15,10,0,678.84,1,678.84,679.99,0,0,
1779673366945011144,0,0,17,GSM,15,1,15,10,0,4.21785,1,4.21785,4.239,0,0,
1779673366945011144,0,0,18,TTE,15,1,15,10,0,93.065,1,93.065,93.09,0,0,
1779673366945011144,0,0,19,NOK,15,1,15,10,0,9.765,1,9.765,9.77,0,0,
1779673366945011144,0,0,20,HPQ,15,1,15,10,0,18.275,1,18.275,18.29,0,0,
1779673366945011144,0,0,21,NVDA,15,1,15,10,0,185.975,1,185.975,186,0,0,
1779673366945011144,0,0,22,INTC,15,1,15,10,0,62.925,1,62.925,62.96,0,0,
1779673366945011144,0,0,23,MU,15,1,15,10,0,417.63,1,417.63,417.91,0,0,
1779673366945011144,0,0,24,QCOM,15,1,15,10,0,127.7,1,127.7,127.87,0,0,
1779673366945011144,0,0,25,ARM,15,1,15,10,0,148.19,1,148.19,148.45,0,0,
1779673366945011144,0,0,26,KLAC,15,1,15,10,0,1740.13,1,1740.13,1745.28,0,0,
1779673366945011144,0,0,27,SNPS,15,1,15,10,0,391.32,1,391.32,391.9,0,0,
1779673366945011144,0,0,28,CDNS,15,1,15,10,0,266.44,1,266.44,267.16,0,0,
1779673366945011144,0,0,29,SMCI,15,1,15,10,0,25.02,1,25.02,25.04,0,0,
1779673366945011144,0,0,30,MKSI,15,1,15,10,0,267.82,1,267.82,272.07,0,0,
1779673366945011144,0,0,31,ENTG,15,1,15,10,0,134.115,1,134.115,135,0,0,
1779673366945011144,0,0,32,PSTG,15,1,15,10,0,100,0,100.85,100.85,0,0,
1779673366945011144,0,0,33,WDC,15,1,15,10,0,344.28,1,344.28,345.14,0,0,
1779673366945011144,0,0,34,AAPL,10,1,10,10,0,259.925,1,259.925,260.02,0,0,
1779673366945011144,0,0,35,AMD,10,1,10,10,0,245.83,1,245.83,245.97,0,0,
1779673366945011144,0,0,36,APD,10,1,10,10,0,299.705,1,299.705,300.21,0,0,
1779673366945011144,0,0,37,LIN,10,1,10,10,0,504.245,1,504.245,504.76,0,0,
1779673366945011144,0,0,38,DD,10,1,10,10,0,47.01,1,47.01,47.44,0,0,
1779673366945011144,0,0,39,DELL,10,1,10,10,0,179,1,179,180,0,0,
1779673366945011144,0,0,40,RTX,10,1,10,10,0,201.91,1,201.91,202.34,0,0,
1779673366945011144,0,0,41,LMT,10,1,10,10,0,615.985,1,615.985,616.9,0,0,
1779673366945011144,0,0,42,ASX,10,1,10,10,0,26.06,1,26.06,26.08,0,0,
1779673366945011144,0,0,43,ASML,10,1,10,10,0,1468.55,1,1468.55,1468.98,0,0,
1779673366945011144,0,0,44,XPEV,10,1,10,10,0,17.32,1,17.32,17.34,0,0,
1779673366945011144,0,0,45,AMAT,10,1,10,10,0,398.91,1,398.91,399.7,0,0,
1779673366945011144,0,0,46,VST,10,1,10,10,0,153.575,1,153.575,154,0,0,
1779673366945011144,0,0,47,LRCX,10,1,10,10,0,263.745,1,263.745,264.01,0,0,
1779673366945011144,0,0,48,STX,10,1,10,10,0,499.73,1,499.73,501.14,0,0,
1779673366945011144,0,0,49,AMKR,10,1,10,10,0,57.665,1,57.665,57.82,0,0,
1779673366945363751,1,1,0,LRCX,19.901,1,19.901,10,0,263.745,1,263.355,263.63,1,0,
1779673366945363751,1,1,1,VST,19.901,1,19.901,10,0,153.575,1,153.99,154.33,1,0,
1779673366945363751,1,1,2,DELL,19.901,1,19.901,10,0,179,1,179.7,180.31,1,0,
1779673366945363751,1,1,3,STX,19.901,1,19.901,10,0,499.73,1,498.985,500.05,0,0,
1779673366945363751,1,1,4,RTX,19.901,1,19.901,10,0,201.91,1,201.555,201.99,0,0,
1779673366945363751,1,1,5,AMKR,19.901,1,19.901,10,0,57.665,1,57.74,57.87,0,0,
1779673366945363751,1,1,6,AMAT,19.901,1,19.901,10,0,398.91,1,398.095,398.81,0,0,
1779673366945363751,1,1,7,ASML,19.901,1,19.901,10,0,1468.55,1,1469.48,1469.83,0,0,
1779673366945363751,1,1,8,DD,19.901,1,19.901,10,0,47.01,1,47.12,47.41,0,0,
1779673366945363751,1,1,9,LIN,19.901,1,19.901,10,0,504.245,1,504.97,505.49,0,0,
1779673366945363751,1,1,10,AMD,19.901,1,19.901,10,0,245.83,1,245.665,245.78,0,0,
1779673366945363751,1,1,11,AAPL,19.901,1,19.901,10,0,259.925,1,259.3,259.39,0,0,
1779673366945363751,1,1,12,TSEM,19.7049,1,19.7049,10,0,202.21,1,201.8,202.24,0,0,
1779673366945363751,1,1,13,SNDK,19.7049,1,19.7049,10,0,876.295,1,881.775,882.57,0,0,
1779673366945363751,1,1,14,IMOS,19.7049,1,19.7049,10,0,40,1,40.02,40.42,0,0,
1779673366945363751,1,1,15,LEA,19.7049,1,19.7049,10,0,122.535,1,122.395,124.25,0,0,
1779673366945363751,1,1,16,AWK,19.7049,1,19.7049,10,0,136.48,1,136.735,137.11,0,0,
1779673366945363751,1,1,17,UMC,19.7049,1,19.7049,10,0,9.4711,1,9.4905,9.4955,0,0,
1779673366945363751,1,1,18,NIO,19.7049,1,19.7049,10,0,6.57,1,6.545,6.55,0,0,
1779673366945363751,1,1,19,OKLO,19.7049,1,19.7049,10,0,48.775,1,48.86,48.99,0,0,
1779673366945363751,1,1,20,TSM,19.7049,1,19.7049,10,0,370.075,1,369.775,369.94,0,0,
1779673366945363751,1,1,21,HWM,19.7049,1,19.7049,10,0,252.515,1,252.855,253.5,0,0,
1779673366945363751,1,1,22,NOC,19.7049,1,19.7049,10,0,678.84,1,678.27,679.53,0,0,
1779673366945363751,1,1,23,GSM,19.7049,1,19.7049,10,0,4.21785,1,4.21405,4.2383,0,0,
1779673366945363751,1,1,24,TTE,19.7049,1,19.7049,10,0,93.065,1,93.145,93.16,0,0,
1779673366945363751,1,1,25,NOK,19.7049,1,19.7049,10,0,9.765,1,9.725,9.73,0,0,
1779673366945363751,1,1,26,ENTG,19.7049,1,19.7049,10,0,134.115,1,134.51,135,0,0,
1779673366945363751,1,1,27,NVDA,19.7049,1,19.7049,10,0,185.975,1,186.035,186.05,0,0,
1779673366945363751,1,1,28,INTC,19.7049,1,19.7049,10,0,62.925,1,63.25,63.27,0,0,
1779673366945363751,1,1,29,QCOM,19.7049,1,19.7049,10,0,127.7,1,127.585,127.68,0,0,
1779673366945363751,1,1,30,ARM,19.7049,1,19.7049,10,0,148.19,1,148.585,148.79,0,0,
1779673366945363751,1,1,31,KLAC,19.7049,1,19.7049,10,0,1740.13,1,1738.11,1743.47,0,0,
1779673366945363751,1,1,32,SNPS,19.7049,1,19.7049,10,0,391.32,1,390.23,390.98,0,0,
1779673366945363751,1,1,33,CDNS,19.7049,1,19.7049,10,0,266.44,1,266.545,267.25,0,0,
1779673366945363751,1,1,34,MKSI,19.7049,1,19.7049,10,0,267.82,1,267.49,272.01,0,0,
1779673366945363751,1,1,35,WDC,19.7049,1,19.7049,10,0,344.28,1,345.37,345.88,0,0,
1779673366945363751,1,1,36,HPQ,19.7049,1,19.7049,10,0,18.275,1,18.235,18.25,0,0,
1779673366945363751,1,1,37,SMCI,19.7049,1,19.7049,10,0,25.02,1,25.01,25.02,0,0,
1779673366945363751,1,1,38,CSCO,19.7049,1,19.7049,10,0,82.07,1,81.88,81.93,0,0,
1779673366945363751,1,1,39,HPE,19.7049,1,19.7049,10,0,24.4,1,24.21,24.24,0,0,
1779673366945363751,1,1,40,IBM,19.7049,1,19.7049,10,0,233.025,1,233.365,233.61,0,0,
1779673366945363751,1,1,41,XPEV,15,1,15,10,0,17.32,1,17.32,17.34,0,0,
1779673366945363751,1,1,42,LMT,15,1,15,10,0,615.985,1,615.92,616.84,0,0,
1779673366945363751,1,1,43,ASX,15,1,15,10,0,26.06,1,26.055,26.07,0,0,
1779673366945363751,1,1,44,APD,15,1,15,10,0,299.705,1,299.715,300.24,0,0,
1779673366945363751,1,1,45,PSTG,14.901,1,14.901,10,0,100,0,100.85,100.85,0,0,
1779673366945363751,1,1,46,GFS,14.901,1,14.901,10,0,48.555,1,48.55,48.73,0,0,
1779673366945363751,1,1,47,CEG,14.901,1,14.901,10,0,284.335,1,284.32,285.1,0,0,
1779673366945363751,1,1,48,MU,14.901,1,14.901,10,0,417.63,1,417.59,417.78,0,0,
1779673366945363751,1,1,49,KEYS,14.901,1,14.901,10,0,323.01,1,323.065,324,0,0,
1779674538334421594,2,2,0,TSM,29.2254,1,29.2254,10,1,370.019,1,369.92,370.08,1,0,
1779674538334421594,2,2,1,NOK,29.2254,1,29.2254,10,0,9.75411,1,9.735,9.74,1,0,
1779674538334421594,2,2,2,TTE,29.2254,1,29.2254,10,0,93.1031,1,93.17,93.2,1,0,
1779674538334421594,2,2,3,GSM,29.2254,1,29.2254,10,0,4.21714,1,4.2159,4.2423,0,0,
1779674538334421594,2,2,4,SNDK,29.2254,1,29.2254,10,1,877.704,1,880.175,880.85,0,0,
1779674538334421594,2,2,5,OKLO,29.2254,1,29.2254,10,0,48.7405,1,48.68,48.78,0,0,
1779674538334421594,2,2,6,NIO,29.2254,1,29.2254,10,0,6.55185,1,6.52,6.53,0,0,
1779674538334421594,2,2,7,TSEM,29.2254,1,29.2254,10,1,202.112,1,201.94,202.26,0,0,
1779674538334421594,2,2,8,UMC,29.2254,1,29.2254,10,0,9.48442,1,9.5078,9.5128,0,0,
1779674538334421594,2,2,9,IBM,29.2254,1,29.2254,10,1,232.994,1,232.94,233.13,0,0,
1779674538334421594,2,2,10,HPE,29.2254,1,29.2254,10,0,24.3056,1,24.14,24.17,0,0,
1779674538334421594,2,2,11,CSCO,29.2254,1,29.2254,10,0,81.9556,1,81.755,81.77,0,0,
1779674538334421594,2,2,12,SMCI,29.2254,1,29.2254,10,0,24.9819,1,24.915,24.92,0,0,
1779674538334421594,2,2,13,HPQ,29.2254,1,29.2254,10,0,18.2587,1,18.23,18.24,0,0,
1779674538334421594,2,2,14,WDC,29.2254,1,29.2254,10,1,345.061,1,346.43,346.9,0,0,
1779674538334421594,2,2,15,NVDA,29.2254,1,29.2254,10,1,186.042,1,186.16,186.17,0,0,
1779674538334421594,2,2,16,INTC,29.2254,1,29.2254,10,0,63.1102,1,63.435,63.45,0,0,
1779674538334421594,2,2,17,CDNS,29.2254,1,29.2254,10,1,266.538,1,266.71,267.3,0,0,
1779674538334421594,2,2,18,SNPS,29.2254,1,29.2254,10,1,390.826,1,389.96,390.55,0,0,
1779674538334421594,2,2,19,QCOM,29.2254,1,29.2254,10,1,127.629,1,127.505,127.57,0,0,
1779674538334421594,2,2,20,ARM,29.2254,1,29.2254,10,1,148.453,1,148.915,149.11,0,0,
1779674538334421594,2,2,21,CEG,24.6098,1,24.6098,10,1,284.021,1,283.47,284.12,0,0,
1779674538334421594,2,2,22,GFS,24.6098,1,24.6098,10,0,48.5278,1,48.48,48.66,0,0,
1779674538334421594,2,2,23,LEA,24.5128,1,24.5128,10,1,122.488,1,122.405,124.25,0,0,
1779674538334421594,2,2,24,NOC,24.5128,1,24.5128,10,1,678.642,1,678.295,679.58,0,0,
1779674538334421594,2,2,25,HWM,24.5128,1,24.5128,10,1,252.648,1,252.88,253.5,0,0,
1779674538334421594,2,2,26,AWK,24.5128,1,24.5128,10,1,136.571,1,136.73,137.04,0,0,
1779674538334421594,2,2,27,IMOS,24.5128,1,24.5128,10,0,40.0073,1,40.02,40.42,0,0,
1779674538334421594,2,2,28,ENTG,24.5128,1,24.5128,10,1,134.26,1,134.515,135,0,0,
1779674538334421594,2,2,29,KLAC,24.5128,1,24.5128,10,1,1739.55,1,1738.51,1742.63,0,0,
1779674538334421594,2,2,30,MKSI,24.5128,1,24.5128,10,1,267.698,1,267.485,272,0,0,
1779674538334421594,2,2,31,AMKR,24.4138,1,24.4138,10,0,57.7903,1,58.01,58.15,0,0,
1779674538334421594,2,2,32,DD,24.4138,1,24.4138,10,0,47.0699,1,47.175,47.24,0,0,
1779674538334421594,2,2,33,STX,24.4138,1,24.4138,10,1,499.322,1,498.605,499.39,0,0,
1779674538334421594,2,2,34,AAPL,24.4138,1,24.4138,10,1,259.529,1,258.835,258.89,0,0,
1779674538334421594,2,2,35,VST,24.4138,1,24.4138,10,1,153.771,1,154.115,154.32,0,0,
1779674538334421594,2,2,36,LRCX,24.4138,1,24.4138,10,1,263.763,1,263.795,264,0,0,
1779674538334421594,2,2,37,DELL,24.4138,1,24.4138,10,1,179.572,1,180.575,180.8,0,0,
1779674538334421594,2,2,38,ASML,24.4138,1,24.4138,10,1,1469.4,1,1470.88,1471.21,0,0,
1779674538334421594,2,2,39,RTX,24.4138,1,24.4138,10,1,201.752,1,201.475,201.81,0,0,
1779674538334421594,2,2,40,MU,19.8039,1,19.8039,10,1,417.657,1,417.705,417.88,0,0,
1779674538334421594,2,2,41,PSTG,19.8039,1,19.8039,10,0,100,0,100.85,100.85,0,0,
1779674538334421594,2,2,42,KEYS,19.8039,1,19.8039,10,1,323.03,1,323.065,324,0,0,
1779674538334421594,2,2,43,LMT,19.7049,1,19.7049,10,1,615.918,1,615.8,616.6,0,0,
1779674538334421594,2,2,44,XPEV,19.7049,1,19.7049,10,0,17.3127,1,17.3,17.32,0,0,
1779674538334421594,2,2,45,AMAT,19.7049,1,19.7049,10,1,398.641,1,398.17,398.6,0,0,
1779674538334421594,2,2,46,LIN,19.7049,1,19.7049,10,1,504.545,1,505.07,505.34,0,0,
1779674538334421594,2,2,47,APD,19.7049,1,19.7049,10,1,299.943,1,300.36,300.94,0,0,
1779674538334421594,2,2,48,AMD,19.7049,1,19.7049,10,1,245.776,1,245.68,245.78,0,0,
1779674538334421594,2,2,49,ASX,19.7049,1,19.7049,10,0,26.0745,1,26.1,26.11,0,0,
1779674538334524946,3,3,0,DD,33.7496,1,33.7496,10,0,47.0699,1,47.135,47.19,1,0,
1779674538334524946,3,3,1,RTX,33.7496,1,33.7496,10,1,201.752,1,201.655,201.87,1,0,
1779674538334524946,3,3,2,STX,33.7496,1,33.7496,10,1,499.322,1,499.11,499.97,1,0,
