ts_ns,step,decision_id,rank,symbol,score,score_tilt,hawkes_buy,hawkes_sell,hit_count,ou_mu,ou_initialized,mid,best_limit,active,chosen,gate
# session_start ts=2026-05-25T01:42:46.656Z ts_ns=1779673366656109102 kind=decision mode=databento_backtest label=cpp_backtest_10day_v6_cachefix2 universe_size=50
1779673366945116450,0,0,0,AWK,15,1,15,10,0,136.48,1,136.48,136.9,1,1,
1779673366945116450,0,0,1,CSCO,15,1,15,10,0,82.07,1,82.07,82.12,1,0,
1779673366945116450,0,0,2,HPE,15,1,15,10,0,24.4,1,24.4,24.5,1,0,
1779673366945116450,0,0,3,IBM,15,1,15,10,0,233.025,1,233.025,233.53,0,0,
1779673366945116450,0,0,4,KEYS,15,1,15,10,0,323.01,1,323.01,323.97,0,0,
1779673366945116450,0,0,5,GFS,15,1,15,10,0,48.555,1,48.555,48.73,0,0,
1779673366945116450,0,0,6,UMC,15,1,15,10,0,9.4711,1,9.4711,9.486,0,0,
1779673366945116450,0,0,7,TSEM,15,1,15,10,0,202.21,1,202.21,202.7,0,0,
1779673366945116450,0,0,8,IMOS,15,1,15,10,0,40,1,40,40.42,0,0,
1779673366945116450,0,0,9,LEA,15,1,15,10,0,122.535,1,122.535,124.29,0,0,
1779673366945116450,0,0,10,TSM,15,1,15,10,0,370.075,1,370.075,370.26,0,0,
1779673366945116450,0,0,11,CEG,15,1,15,10,0,284.335,1,284.335,285.21,0,0,
1779673366945116450,0,0,12,NIO,15,1,15,10,0,6.57,1,6.57,6.58,0,0,
1779673366945116450,0,0,13,OKLO,15,1,15,10,0,48.775,1,48.775,48.89,0,0,
1779673366945116450,0,0,14,SNDK,15,1,15,10,0,876.295,1,876.295,877.64,0,0,
1779673366945116450,0,0,15,HWM,15,1,15,10,0,252.515,1,252.515,253.48,0,0,
1779673366945116450,0,0,16,NOC,15,1,15,10,0,678.84,1,678.84,679.99,0,0,
1779673366945116450,0,0,17,GSM,15,1,15,10,0,4.21785,1,4.21785,4.239,0,0,
1779673366945116450,0,0,18,TTE,15,1,15,10,0,93.065,1,93.065,93.09,0,0,
1779673366945116450,0,0,19,NOK,15,1,15,10,0,9.765,1,9.765,9.77,0,0,
1779673366945116450,0,0,20,HPQ,15,1,15,10,0,18.275,1,18.275,18.29,0,0,
1779673366945116450,0,0,21,NVDA,15,1,15,10,0,185.975,1,185.975,186,0,0,
1779673366945116450,0,0,22,INTC,15,1,15,10,0,62.925,1,62.925,62.96,0,0,
1779673366945116450,0,0,23,MU,15,1,15,10,0,417.63,1,417.63,417.91,0,0,
1779673366945116450,0,0,24,QCOM,15,1,15,10,0,127.7,1,127.7,127.87,0,0,
1779673366945116450,0,0,25,ARM,15,1,15,10,0,148.19,1,148.19,148.45,0,0,
1779673366945116450,0,0,26,KLAC,15,1,15,10,0,1740.13,1,1740.13,1745.28,0,0,
1779673366945116450,0,0,27,SNPS,15,1,15,10,0,391.32,1,391.32,391.9,0,0,
1779673366945116450,0,0,28,CDNS,15,1,15,10,0,266.44,1,266.44,267.16,0,0,
1779673366945116450,0,0,29,SMCI,15,1,15,10,0,25.02,1,25.02,25.04,0,0,
1779673366945116450,0,0,30,MKSI,15,1,15,10,0,267.82,1,267.82,272.07,0,0,
1779673366945116450,0,0,31,ENTG,15,1,15,10,0,134.115,1,134.115,135,0,0,
1779673366945116450,0,0,32,PSTG,15,1,15,10,0,100,0,100.85,100.85,0,0,
1779673366945116450,0,0,33,WDC,15,1,15,10,0,344.28,1,344.28,345.14,0,0,
1779673366945116450,0,0,34,AAPL,10,1,10,10,0,259.925,1,259.925,260.02,0,0,
1779673366945116450,0,0,35,AMD,10,1,10,10,0,245.83,1,245.83,245.97,0,0,
1779673366945116450,0,0,36,APD,10,1,10,10,0,299.705,1,299.705,300.21,0,0,
1779673366945116450,0,0,37,LIN,10,1,10,10,0,504.245,1,504.245,504.76,0,0,
1779673366945116450,0,0,38,DD,10,1,10,10,0,47.01,1,47.01,47.44,0,0,
1779673366945116450,0,0,39,DELL,10,1,10,10,0,179,1,179,180,0,0,
1779673366945116450,0,0,40,RTX,10,1,10,10,0,201.91,1,201.91,202.34,0,0,
1779673366945116450,0,0,41,LMT,10,1,10,10,0,615.985,1,615.985,616.9,0,0,
1779673366945116450,0,0,42,ASX,10,1,10,10,0,26.06,1,26.06,26.08,0,0,
1779673366945116450,0,0,43,ASML,10,1,10,10,0,1468.55,1,1468.55,1468.98,0,0,
1779673366945116450,0,0,44,XPEV,10,1,10,10,0,17.32,1,17.32,17.34,0,0,
1779673366945116450,0,0,45,AMAT,10,1,10,10,0,398.91,1,398.91,399.7,0,0,
1779673366945116450,0,0,46,VST,10,1,10,10,0,153.575,1,153.575,154,0,0,
1779673366945116450,0,0,47,LRCX,10,1,10,10,0,263.745,1,263.745,264.01,0,0,
1779673366945116450,0,0,48,STX,10,1,10,10,0,499.73,1,499.73,501.14,0,0,
1779673366945116450,0,0,49,AMKR,10,1,10,10,0,57.665,1,57.665,57.82,0,0,
1779673366945199595,0,1,0,AWK,15,1,15,10,0,136.48,1,136.48,136.9,1,0,
1779673366945199595,0,1,1,CSCO,15,1,15,10,0,82.07,1,82.07,82.12,1,1,
1779673366945199595,0,1,2,HPE,15,1,15,10,0,24.4,1,24.4,24.5,1,0,
1779673366945199595,0,1,3,IBM,15,1,15,10,0,233.025,1,233.025,233.53,0,0,
1779673366945199595,0,1,4,KEYS,15,1,15,10,0,323.01,1,323.01,323.97,0,0,
1779673366945199595,0,1,5,GFS,15,1,15,10,0,48.555,1,48.555,48.73,0,0,
1779673366945199595,0,1,6,UMC,15,1,15,10,0,9.4711,1,9.4711,9.486,0,0,
1779673366945199595,0,1,7,TSEM,15,1,15,10,0,202.21,1,202.21,202.7,0,0,
1779673366945199595,0,1,8,IMOS,15,1,15,10,0,40,1,40,40.42,0,0,
1779673366945199595,0,1,9,LEA,15,1,15,10,0,122.535,1,122.535,124.29,0,0,
1779673366945199595,0,1,10,TSM,15,1,15,10,0,370.075,1,370.075,370.26,0,0,
1779673366945199595,0,1,11,CEG,15,1,15,10,0,284.335,1,284.335,285.21,0,0,
1779673366945199595,0,1,12,NIO,15,1,15,10,0,6.57,1,6.57,6.58,0,0,
1779673366945199595,0,1,13,OKLO,15,1,15,10,0,48.775,1,48.775,48.89,0,0,
1779673366945199595,0,1,14,SNDK,15,1,15,10,0,876.295,1,876.295,877.64,0,0,
1779673366945199595,0,1,15,HWM,15,1,15,10,0,252.515,1,252.515,253.48,0,0,
1779673366945199595,0,1,16,NOC,15,1,15,10,0,678.84,1,678.84,679.99,0,0,
1779673366945199595,0,1,17,GSM,15,1,15,10,0,4.21785,1,4.21785,4.239,0,0,
1779673366945199595,0,1,18,TTE,15,1,15,10,0,93.065,1,93.065,93.09,0,0,
